0,1.0e-08
1,9.0e-08
2,9.0e-08
3,8.1e-07
4,9.0e-08
5,8.1e-07
6,8.1e-07
7,7.29e-06
8,9.0e-08
9,8.1e-07
10,8.1e-07
11,7.29e-06
12,8.1e-07
13,7.29e-06
14,7.29e-06
15,6.561e-05
16,9.0e-08
17,8.1e-07
18,8.1e-07
19,7.29e-06
20,8.1e-07
21,7.29e-06
22,7.29e-06
23,6.561e-05
24,8.1e-07
25,7.29e-06
26,7.29e-06
27,6.561e-05
28,7.29e-06
29,6.561e-05
30,6.561e-05
31,5.9049e-04
32,9.0e-08
33,8.1e-07
34,8.1e-07
35,7.29e-06
36,8.1e-07
37,7.29e-06
38,7.29e-06
39,6.561e-05
40,8.1e-07
41,7.29e-06
42,7.29e-06
43,6.561e-05
44,7.29e-06
45,6.561e-05
46,6.561e-05
47,5.9049e-04
48,8.1e-07
49,7.29e-06
50,7.29e-06
51,6.561e-05
52,7.29e-06
53,6.561e-05
54,6.561e-05
55,5.9049e-04
56,7.29e-06
57,6.561e-05
58,6.561e-05
59,5.9049e-04
60,6.561e-05
61,5.9049e-04
62,5.9049e-04
63,5.31441e-03
64,9.0e-08
65,8.1e-07
66,8.1e-07
67,7.29e-06
68,8.1e-07
69,7.29e-06
70,7.29e-06
71,6.561e-05
72,8.1e-07
73,7.29e-06
74,7.29e-06
75,6.561e-05
76,7.29e-06
77,6.561e-05
78,6.561e-05
79,5.9049e-04
80,8.1e-07
81,7.29e-06
82,7.29e-06
83,6.561e-05
84,7.29e-06
85,6.561e-05
86,6.561e-05
87,5.9049e-04
88,7.29e-06
89,6.561e-05
90,6.561e-05
91,5.9049e-04
92,6.561e-05
93,5.9049e-04
94,5.9049e-04
95,5.31441e-03
96,8.1e-07
97,7.29e-06
98,7.29e-06
99,6.561e-05
100,7.29e-06
101,6.561e-05
102,6.561e-05
103,5.9049e-04
104,7.29e-06
105,6.561e-05
106,6.561e-05
107,5.9049e-04
108,6.561e-05
109,5.9049e-04
110,5.9049e-04
111,5.31441e-03
112,7.29e-06
113,6.561e-05
114,6.561e-05
115,5.9049e-04
116,6.561e-05
117,5.9049e-04
118,5.9049e-04
119,5.31441e-03
120,6.561e-05
121,5.9049e-04
122,5.9049e-04
123,5.31441e-03
124,5.9049e-04
125,5.31441e-03
126,5.31441e-03
127,4.782969e-02
128,9.0e-08
129,8.1e-07
130,8.1e-07
131,7.29e-06
132,8.1e-07
133,7.29e-06
134,7.29e-06
135,6.561e-05
136,8.1e-07
137,7.29e-06
138,7.29e-06
139,6.561e-05
140,7.29e-06
141,6.561e-05
142,6.561e-05
143,5.9049e-04
144,8.1e-07
145,7.29e-06
146,7.29e-06
147,6.561e-05
148,7.29e-06
149,6.561e-05
150,6.561e-05
151,5.9049e-04
152,7.29e-06
153,6.561e-05
154,6.561e-05
155,5.9049e-04
156,6.561e-05
157,5.9049e-04
158,5.9049e-04
159,5.31441e-03
160,8.1e-07
161,7.29e-06
162,7.29e-06
163,6.561e-05
164,7.29e-06
165,6.561e-05
166,6.561e-05
167,5.9049e-04
168,7.29e-06
169,6.561e-05
170,6.561e-05
171,5.9049e-04
172,6.561e-05
173,5.9049e-04
174,5.9049e-04
175,5.31441e-03
176,7.29e-06
177,6.561e-05
178,6.561e-05
179,5.9049e-04
180,6.561e-05
181,5.9049e-04
182,5.9049e-04
183,5.31441e-03
184,6.561e-05
185,5.9049e-04
186,5.9049e-04
187,5.31441e-03
188,5.9049e-04
189,5.31441e-03
190,5.31441e-03
191,4.782969e-02
192,8.1e-07
193,7.29e-06
194,7.29e-06
195,6.561e-05
196,7.29e-06
197,6.561e-05
198,6.561e-05
199,5.9049e-04
200,7.29e-06
201,6.561e-05
202,6.561e-05
203,5.9049e-04
204,6.561e-05
205,5.9049e-04
206,5.9049e-04
207,5.31441e-03
208,7.29e-06
209,6.561e-05
210,6.561e-05
211,5.9049e-04
212,6.561e-05
213,5.9049e-04
214,5.9049e-04
215,5.31441e-03
216,6.561e-05
217,5.9049e-04
218,5.9049e-04
219,5.31441e-03
220,5.9049e-04
221,5.31441e-03
222,5.31441e-03
223,4.782969e-02
224,7.29e-06
225,6.561e-05
226,6.561e-05
227,5.9049e-04
228,6.561e-05
229,5.9049e-04
230,5.9049e-04
231,5.31441e-03
232,6.561e-05
233,5.9049e-04
234,5.9049e-04
235,5.31441e-03
236,5.9049e-04
237,5.31441e-03
238,5.31441e-03
239,4.782969e-02
240,6.561e-05
241,5.9049e-04
242,5.9049e-04
243,5.31441e-03
244,5.9049e-04
245,5.31441e-03
246,5.31441e-03
247,4.782969e-02
248,5.9049e-04
249,5.31441e-03
250,5.31441e-03
251,4.782969e-02
252,5.31441e-03
253,4.782969e-02
254,4.782969e-02
255,0.43046721